Folder,File,NumRows,NumNaNs,NumChannels,NumPointAnomalies,NumSequenceAnomalies,Top3PointIndices,Top3SequenceIndices
mTSBench/SMAP,SMAP_F-2_train.csv,2861,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_P-4_test.csv,7783,0,26,0,3,[],"[(950, 1080), (2150, 2350), (4770, 4880)]"
mTSBench/SMAP,SMAP_G-7_val.csv,4014,0,26,0,1,[],"[(3650, 3750)]"
mTSBench/SMAP,SMAP_D-1_train.csv,2849,0,26,N/A,N/A,N/A,N/A
mTSBench/SMD,SMD_machine-1-2_train.csv,23694,0,39,N/A,N/A,N/A,N/A
mTSBench/SMD,SMD_machine-1-6_test.csv,18584,0,39,0,24,[],"[(62, 66), (603, 607), (768, 779)]"
mTSBench/SMD,SMD_machine-1-7_test.csv,17131,0,39,0,9,[],"[(533, 1433), (1998, 2013), (5793, 5807)]"
mTSBench/SMD,SMD_machine-2-5_train.csv,23688,0,39,N/A,N/A,N/A,N/A
mTSBench/SMD,SMD_machine-2-9_test.csv,11123,0,39,0,6,[],"[(315, 496), (1558, 1901), (3016, 3245)]"
mTSBench/SMD,SMD_machine-1-4_train.csv,23706,0,39,N/A,N/A,N/A,N/A
mTSBench/SMD,SMD_machine-2-2_test.csv,5459,0,39,0,7,[],"[(300, 1140), (2579, 2581), (2783, 2785)]"
mTSBench/SMD,SMD_machine-2-3_test.csv,14213,0,39,0,6,[],"[(1477, 1480), (2724, 2749), (5594, 5674)]"
mTSBench/SMD,SMD_machine-3-10_train.csv,23692,0,39,N/A,N/A,N/A,N/A
mTSBench/SMD,SMD_machine-2-3_train.csv,23688,0,39,N/A,N/A,N/A,N/A
mTSBench/SMD,SMD_machine-2-9_train.csv,28722,0,39,N/A,N/A,N/A,N/A
mTSBench/SMD,SMD_machine-1-3_train.csv,23702,0,39,N/A,N/A,N/A,N/A
mTSBench/SMD,SMD_machine-3-6_test.csv,12401,0,39,0,7,[],"[(463, 669), (1729, 1808), (2951, 3174)]"
mTSBench/SMD,SMD_machine-2-5_test.csv,17468,0,39,0,17,[],"[(196, 198), (1034, 1036), (1636, 1638)]"
mTSBench/SMD,SMD_machine-2-4_test.csv,18912,0,39,0,16,[],"[(199, 202), (322, 602), (1639, 1641)]"
mTSBench/SMD,SMD_machine-2-4_train.csv,23689,0,39,N/A,N/A,N/A,N/A
mTSBench/SMD,SMD_machine-3-10_test.csv,18651,0,39,0,9,[],"[(1444, 1455), (2849, 2858), (4294, 4304)]"
mTSBench/SMD,SMD_machine-3-6_train.csv,28726,0,39,N/A,N/A,N/A,N/A
mTSBench/SMD,SMD_machine-1-8_train.csv,23698,0,39,N/A,N/A,N/A,N/A
mTSBench/SMD,SMD_machine-2-2_train.csv,23699,0,39,N/A,N/A,N/A,N/A
mTSBench/SMD,SMD_machine-2-1_test.csv,12706,0,39,0,9,[],"[(1185, 1192), (5148, 5599), (6377, 6393)]"
mTSBench/SMD,SMD_machine-3-3_train.csv,23703,0,39,N/A,N/A,N/A,N/A
mTSBench/SMD,SMD_machine-3-3_test.csv,18885,0,39,0,21,[],"[(241, 243), (631, 634), (1681, 1683)]"
mTSBench/SMD,SMD_machine-3-2_test.csv,13152,0,39,0,6,[],"[(1349, 1471), (1588, 1591), (5026, 5030)]"
mTSBench/SMD,SMD_machine-2-7_train.csv,23696,0,39,N/A,N/A,N/A,N/A
mTSBench/SMD,SMD_machine-1-6_train.csv,23688,0,39,N/A,N/A,N/A,N/A
mTSBench/SMD,SMD_machine-3-5_train.csv,23690,0,39,N/A,N/A,N/A,N/A
mTSBench/SMD,SMD_machine-2-1_train.csv,23693,0,39,N/A,N/A,N/A,N/A
mTSBench/SMD,SMD_machine-1-4_test.csv,10084,0,39,0,8,[],"[(249, 301), (2617, 2637), (3437, 3573)]"
mTSBench/SMD,SMD_machine-3-2_train.csv,23702,0,39,N/A,N/A,N/A,N/A
mTSBench/SMD,SMD_machine-1-8_test.csv,20367,0,39,0,16,[],"[(262, 265), (1257, 1266), (3768, 3771)]"
mTSBench/SMD,SMD_machine-1-2_val.csv,3286,0,39,0,3,[],"[(62, 126), (447, 494), (3167, 3285)]"
mTSBench/SMD,SMD_machine-1-2_test.csv,4930,0,39,0,4,[],"[(0, 36), (1471, 1506), (3500, 3571)]"
mTSBench/SMD,SMD_machine-1-3_test.csv,15218,0,39,0,8,[],"[(2825, 3031), (4865, 4894), (5386, 5429)]"
mTSBench/SMD,SMD_machine-2-7_test.csv,18188,0,39,0,16,[],"[(522, 525), (2157, 2160), (2355, 2358)]"
mTSBench/SMD,SMD_machine-1-7_train.csv,23697,0,39,N/A,N/A,N/A,N/A
mTSBench/SMD,SMD_machine-3-5_test.csv,9117,0,39,0,7,[],"[(181, 183), (335, 337), (1379, 1482)]"
mTSBench/SVDB,SVDB_886_test.csv,184320,0,3,0,51,[],"[(17045, 17179), (27005, 27132), (30743, 30865)]"
mTSBench/SVDB,SVDB_887_test.csv,184320,0,3,0,290,[],"[(42, 189), (250, 390), (845, 980)]"
mTSBench/SVDB,SVDB_824_train.csv,40842,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_883_train.csv,44469,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_811_train.csv,45487,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_805_train.csv,42263,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_863_test.csv,184320,0,3,0,424,[],"[(512, 597), (809, 888), (1145, 1245)]"
mTSBench/SVDB,SVDB_862_test.csv,184320,0,3,0,225,[],"[(1450, 1550), (1575, 1675), (1704, 1804)]"
mTSBench/SVDB,SVDB_853_train.csv,43519,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_857_test.csv,184320,0,3,0,115,[],"[(7679, 7783), (8205, 8327), (8390, 8508)]"
mTSBench/SVDB,SVDB_856_test.csv,184320,0,3,0,26,[],"[(14746, 14826), (15809, 15913), (15957, 16071)]"
mTSBench/SVDB,SVDB_829_train.csv,44333,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_847_train.csv,37593,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_869_test.csv,184320,0,3,0,427,[],"[(151, 279), (345, 474), (696, 822)]"
mTSBench/SVDB,SVDB_868_test.csv,184320,0,3,0,521,[],"[(252, 379), (529, 844), (983, 1117)]"
mTSBench/SVDB,SVDB_866_train.csv,41977,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_872_train.csv,43744,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_820_test.csv,184320,0,3,0,154,[],"[(42, 166), (845, 967), (4584, 4704)]"
mTSBench/SVDB,SVDB_821_test.csv,184320,0,3,0,492,[],"[(182, 273), (633, 724), (1158, 1249)]"
mTSBench/SVDB,SVDB_808_train.csv,46080,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_803_train.csv,41984,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_803_test.csv,184320,0,3,0,118,[],"[(976, 1130), (1432, 1576), (2794, 2949)]"
mTSBench/SVDB,SVDB_802_test.csv,184320,0,3,0,17,[],"[(156, 301), (479, 616), (788, 923)]"
mTSBench/SVDB,SVDB_879_train.csv,21697,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_891_test.csv,184320,0,3,0,389,[],"[(41, 138), (257, 388), (541, 636)]"
mTSBench/SVDB,SVDB_890_test.csv,184320,0,3,0,137,[],"[(4850, 4956), (5383, 5493), (5664, 5775)]"
mTSBench/SVDB,SVDB_822_train.csv,21182,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_874_test.csv,184320,0,3,0,26,[],"[(6708, 6950), (15196, 15546), (15744, 15892)]"
mTSBench/SVDB,SVDB_875_test.csv,184320,0,3,0,53,[],"[(3099, 3238), (3315, 3657), (3745, 3879)]"
mTSBench/SVDB,SVDB_891_train.csv,34841,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_858_train.csv,46080,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_885_train.csv,32746,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_860_train.csv,26382,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_809_test.csv,184320,0,3,0,6,[],"[(61274, 61367), (61450, 61546), (61727, 62016)]"
mTSBench/SVDB,SVDB_808_test.csv,184320,0,3,0,13,[],"[(60554, 60703), (65094, 65243), (65283, 65413)]"
mTSBench/SVDB,SVDB_840_test.csv,184320,0,3,0,8,[],"[(37003, 39365), (54644, 54740), (58154, 58251)]"
mTSBench/SVDB,SVDB_841_test.csv,184320,0,3,0,349,[],"[(3007, 3181), (11309, 11474), (18528, 18752)]"
mTSBench/SVDB,SVDB_874_train.csv,43518,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_855_train.csv,33120,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_841_train.csv,45573,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_888_train.csv,43125,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_882_train.csv,44525,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_825_train.csv,40353,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_804_test.csv,184320,0,3,0,150,[],"[(16627, 16720), (17619, 17709), (27574, 27676)]"
mTSBench/SVDB,SVDB_805_test.csv,184320,0,3,0,180,[],"[(925, 1077), (2118, 2273), (4066, 4220)]"
mTSBench/SVDB,SVDB_804_train.csv,44582,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_873_test.csv,184320,0,3,0,57,[],"[(8902, 9065), (13284, 13442), (24289, 24441)]"
mTSBench/SVDB,SVDB_872_test.csv,184320,0,3,0,68,[],"[(2963, 3106), (4693, 4843), (7258, 7394)]"
mTSBench/SVDB,SVDB_810_train.csv,43550,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_846_train.csv,45856,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_847_test.csv,184320,0,3,0,39,[],"[(2186, 2584), (2760, 2935), (3909, 4078)]"
mTSBench/SVDB,SVDB_846_test.csv,184320,0,3,0,5,[],"[(38290, 39596), (40268, 40523), (106134, 106296)]"
mTSBench/SVDB,SVDB_852_train.csv,44356,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_828_train.csv,34393,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_873_train.csv,46080,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_809_train.csv,46080,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_879_test.csv,184320,0,3,0,404,[],"[(19, 154), (235, 361), (443, 564)]"
mTSBench/SVDB,SVDB_878_test.csv,184320,0,3,0,228,[],"[(5678, 5817), (7216, 7371), (9163, 9312)]"
mTSBench/SVDB,SVDB_867_train.csv,42997,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_802_train.csv,44573,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_812_test.csv,184320,0,3,0,53,[],"[(6432, 6642), (6861, 7067), (7283, 7489)]"
mTSBench/SVDB,SVDB_881_test.csv,184320,0,3,0,676,[],"[(0, 19), (49, 175), (277, 406)]"
mTSBench/SVDB,SVDB_880_test.csv,184320,0,3,0,267,[],"[(0, 11), (135, 212), (259, 331)]"
mTSBench/SVDB,SVDB_878_train.csv,31423,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_884_train.csv,41365,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_823_train.csv,41006,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_864_test.csv,184320,0,3,0,61,[],"[(677, 868), (4204, 4383), (7538, 7804)]"
mTSBench/SVDB,SVDB_865_test.csv,184320,0,3,0,249,[],"[(890, 988), (1084, 1374), (4442, 4540)]"
mTSBench/SVDB,SVDB_890_train.csv,41729,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_859_train.csv,40888,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_875_train.csv,39609,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_850_test.csv,184320,0,3,0,2,[],"[(17010, 17506), (166158, 166442)]"
mTSBench/SVDB,SVDB_851_test.csv,184320,0,3,0,331,[],"[(0, 19), (277, 392), (823, 946)]"
mTSBench/SVDB,SVDB_861_train.csv,31317,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_840_train.csv,46080,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_889_train.csv,42411,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_854_train.csv,27580,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_827_test.csv,184320,0,3,0,15,[],"[(49802, 49960), (51966, 52117), (63380, 63528)]"
mTSBench/SVDB,SVDB_826_test.csv,184320,0,3,0,52,[],"[(2031, 2138), (2384, 2489), (2824, 2931)]"
mTSBench/SVDB,SVDB_869_train.csv,31525,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_843_test.csv,184320,0,3,0,37,[],"[(980, 1098), (39139, 39254), (60769, 60853)]"
mTSBench/SVDB,SVDB_842_test.csv,184320,0,3,0,107,[],"[(3991, 4085), (4344, 4485), (4704, 4798)]"
mTSBench/SVDB,SVDB_807_train.csv,45037,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_826_train.csv,43618,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_881_train.csv,24857,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_848_train.csv,45909,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_849_test.csv,184320,0,3,0,48,[],"[(4829, 4962), (8506, 9042), (9413, 9752)]"
mTSBench/SVDB,SVDB_848_test.csv,184320,0,3,0,32,[],"[(1841, 1910), (5147, 5219), (9388, 9457)]"
mTSBench/SVDB,SVDB_864_train.csv,42184,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_870_train.csv,32572,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_800_test.csv,184320,0,3,0,40,[],"[(6292, 6410), (15183, 15301), (19097, 19215)]"
mTSBench/SVDB,SVDB_801_test.csv,184320,0,3,0,67,[],"[(0, 11), (74, 170), (234, 330)]"
mTSBench/SVDB,SVDB_892_test.csv,138240,0,3,0,577,[],"[(54, 143), (440, 527), (582, 674)]"
mTSBench/SVDB,SVDB_893_test.csv,184320,0,3,0,273,[],"[(658, 756), (2285, 2388), (2829, 2930)]"
mTSBench/SVDB,SVDB_851_train.csv,35022,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_877_test.csv,184320,0,3,0,147,[],"[(0, 19), (729, 907), (2127, 2251)]"
mTSBench/SVDB,SVDB_876_test.csv,184320,0,3,0,102,[],"[(969, 1086), (2039, 2150), (5117, 5227)]"
mTSBench/SVDB,SVDB_845_train.csv,44257,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_854_test.csv,184320,0,3,0,637,[],"[(81, 196), (361, 449), (622, 753)]"
mTSBench/SVDB,SVDB_855_test.csv,184320,0,3,0,333,[],"[(19, 129), (416, 545), (1201, 1311)]"
mTSBench/SVDB,SVDB_820_train.csv,41549,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_893_train.csv,39063,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_887_train.csv,39251,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_823_test.csv,184320,0,3,0,292,[],"[(19979, 20063), (20250, 20334), (20385, 20469)]"
mTSBench/SVDB,SVDB_822_test.csv,184320,0,3,0,428,[],"[(0, 31), (122, 227), (320, 427)]"
mTSBench/SVDB,SVDB_801_train.csv,21971,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_885_test.csv,184320,0,3,0,355,[],"[(0, 94), (411, 559), (877, 1024)]"
mTSBench/SVDB,SVDB_884_test.csv,184320,0,3,0,333,[],"[(6903, 7021), (7614, 7721), (8488, 8607)]"
mTSBench/SVDB,SVDB_857_train.csv,40755,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_843_train.csv,45683,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_862_train.csv,26519,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_829_test.csv,184320,0,3,0,67,[],"[(1470, 1598), (2402, 2528), (4405, 4533)]"
mTSBench/SVDB,SVDB_828_test.csv,184320,0,3,0,71,[],"[(282, 421), (758, 895), (1231, 1368)]"
mTSBench/SVDB,SVDB_860_test.csv,184320,0,3,0,593,[],"[(0, 53), (197, 316), (461, 581)]"
mTSBench/SVDB,SVDB_861_test.csv,184320,0,3,0,426,[],"[(59, 160), (224, 327), (574, 676)]"
mTSBench/SVDB,SVDB_876_train.csv,42336,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_853_test.csv,184320,0,3,0,99,[],"[(400, 537), (607, 761), (4115, 4251)]"
mTSBench/SVDB,SVDB_852_test.csv,184320,0,3,0,284,[],"[(198, 307), (3489, 3582), (3658, 3771)]"
mTSBench/SVDB,SVDB_806_train.csv,45249,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_812_train.csv,41261,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_888_test.csv,184320,0,3,0,97,[],"[(1178, 1305), (1714, 1834), (2118, 2237)]"
mTSBench/SVDB,SVDB_889_test.csv,184320,0,3,0,217,[],"[(2065, 2249), (2888, 3034), (4157, 4348)]"
mTSBench/SVDB,SVDB_868_train.csv,31194,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_880_train.csv,37516,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_849_train.csv,45538,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_894_train.csv,42798,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_824_test.csv,184320,0,3,0,151,[],"[(1084, 1187), (1261, 1370), (1541, 1647)]"
mTSBench/SVDB,SVDB_825_test.csv,184320,0,3,0,88,[],"[(292, 391), (858, 956), (1758, 1859)]"
mTSBench/SVDB,SVDB_827_train.csv,45819,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_810_test.csv,184320,0,3,0,44,[],"[(0, 95), (527, 686), (1490, 1664)]"
mTSBench/SVDB,SVDB_811_test.csv,184320,0,3,0,10,[],"[(5952, 6404), (6594, 7385), (7433, 8214)]"
mTSBench/SVDB,SVDB_871_train.csv,45632,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_882_test.csv,184320,0,3,0,35,[],"[(1357, 1514), (2889, 3045), (13477, 13641)]"
mTSBench/SVDB,SVDB_883_test.csv,184320,0,3,0,34,[],"[(1055, 1409), (1462, 1681), (15413, 15580)]"
mTSBench/SVDB,SVDB_859_test.csv,184320,0,3,0,379,[],"[(108, 185), (417, 544), (816, 884)]"
mTSBench/SVDB,SVDB_858_test.csv,184320,0,3,0,6,[],"[(75883, 76558), (172380, 172486), (174189, 174295)]"
mTSBench/SVDB,SVDB_865_train.csv,36228,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_844_train.csv,44828,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_867_test.csv,184320,0,3,0,120,[],"[(14872, 15069), (15915, 16057), (16119, 16357)]"
mTSBench/SVDB,SVDB_866_test.csv,184320,0,3,0,480,[],"[(0, 12), (64, 182), (476, 578)]"
mTSBench/SVDB,SVDB_850_train.csv,46080,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_886_train.csv,45799,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_844_test.csv,184320,0,3,0,35,[],"[(13809, 13982), (14045, 14221), (20711, 20860)]"
mTSBench/SVDB,SVDB_845_test.csv,184320,0,3,0,33,[],"[(1610, 1693), (2730, 2812), (3215, 3296)]"
mTSBench/SVDB,SVDB_821_train.csv,36160,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_892_train.csv,24686,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_800_train.csv,45213,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_842_train.csv,43298,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_892_val.csv,46080,0,3,0,200,[],"[(44, 130), (270, 358), (496, 593)]"
mTSBench/SVDB,SVDB_894_test.csv,184320,0,3,0,111,[],"[(5148, 5281), (7821, 7957), (8221, 8359)]"
mTSBench/SVDB,SVDB_856_train.csv,44587,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_807_test.csv,184320,0,3,0,13,[],"[(38420, 38553), (42891, 43199), (49300, 49431)]"
mTSBench/SVDB,SVDB_806_test.csv,184320,0,3,0,52,[],"[(2357, 2452), (4030, 4114), (5757, 5851)]"
mTSBench/SVDB,SVDB_877_train.csv,40746,0,3,0,0,[],[]
mTSBench/SVDB,SVDB_870_test.csv,184320,0,3,0,678,[],"[(576, 697), (886, 1092), (1572, 1693)]"
mTSBench/SVDB,SVDB_871_test.csv,184320,0,3,0,20,[],"[(3100, 3253), (6447, 6605), (21046, 21206)]"
mTSBench/SVDB,SVDB_863_train.csv,36149,0,3,0,0,[],[]
mTSBench/swan,swan_sf_test.csv,72000,0,39,5233,1382,"[728, 738, 748]","[(1153, 1154), (1284, 1285), (1301, 1302)]"
mTSBench/swan,swan_sf_val.csv,24000,0,39,2761,585,"[1, 8, 11]","[(82, 83), (88, 89), (208, 209)]"
mTSBench/swan,swan_sf_train.csv,19672,0,39,0,0,[],[]
