dataset,prediction,ground_truth
gutentag_0,"['ALLM4TS', 'KMeansAD', 'OFA', 'MCD', 'Donut', 'OmniAnomaly', 'PCA', 'CNN', 'LSTMAD', 'TimesNet', 'KNN', 'OCSVM', 'TranAD', 'LOF', 'AutoEncoder', 'CBLOF', 'EIF', 'USAD', 'FITS', 'COPOD', 'HBOS', 'RobustPCA', 'IForest', 'AnomalyTransformer']","['KMeansAD', 'OmniAnomaly', 'PCA', 'ALLM4TS', 'OCSVM', 'KNN', 'AutoEncoder', 'EIF', 'CNN', 'USAD', 'LSTMAD', 'CBLOF', 'LOF', 'TranAD', 'COPOD', 'MCD', 'FITS', 'TimesNet', 'Donut', 'AnomalyTransformer', 'RobustPCA', 'HBOS', 'OFA', 'IForest']"
gutentag_10,"['ALLM4TS', 'KMeansAD', 'OFA', 'MCD', 'Donut', 'OmniAnomaly', 'CNN', 'PCA', 'LSTMAD', 'TimesNet', 'TranAD', 'AutoEncoder', 'USAD', 'OCSVM', 'KNN', 'LOF', 'CBLOF', 'FITS', 'EIF', 'RobustPCA', 'HBOS', 'COPOD', 'IForest', 'AnomalyTransformer']","['OFA', 'KNN', 'OmniAnomaly', 'PCA', 'COPOD', 'MCD', 'USAD', 'TranAD', 'EIF', 'LOF', 'KMeansAD', 'FITS', 'HBOS', 'LSTMAD', 'CBLOF', 'IForest', 'Donut', 'ALLM4TS', 'AutoEncoder', 'CNN', 'RobustPCA', 'TimesNet', 'AnomalyTransformer', 'OCSVM']"
gutentag_11,"['ALLM4TS', 'OFA', 'KMeansAD', 'MCD', 'Donut', 'OmniAnomaly', 'CNN', 'PCA', 'LSTMAD', 'TimesNet', 'TranAD', 'USAD', 'KNN', 'OCSVM', 'CBLOF', 'AutoEncoder', 'LOF', 'EIF', 'FITS', 'RobustPCA', 'COPOD', 'HBOS', 'IForest', 'AnomalyTransformer']","['AutoEncoder', 'LSTMAD', 'TranAD', 'CNN', 'PCA', 'OmniAnomaly', 'RobustPCA', 'ALLM4TS', 'USAD', 'Donut', 'OFA', 'FITS', 'LOF', 'TimesNet', 'IForest', 'AnomalyTransformer', 'OCSVM', 'EIF', 'MCD', 'HBOS', 'CBLOF', 'KNN', 'KMeansAD', 'COPOD']"
gutentag_12,"['ALLM4TS', 'KMeansAD', 'OFA', 'Donut', 'MCD', 'OmniAnomaly', 'CNN', 'PCA', 'LSTMAD', 'USAD', 'TimesNet', 'TranAD', 'OCSVM', 'KNN', 'LOF', 'CBLOF', 'AutoEncoder', 'EIF', 'FITS', 'RobustPCA', 'COPOD', 'HBOS', 'AnomalyTransformer', 'IForest']","['KMeansAD', 'OFA', 'PCA', 'OmniAnomaly', 'TranAD', 'KNN', 'EIF', 'CNN', 'FITS', 'LSTMAD', 'AutoEncoder', 'ALLM4TS', 'TimesNet', 'USAD', 'CBLOF', 'LOF', 'IForest', 'OCSVM', 'Donut', 'AnomalyTransformer', 'HBOS', 'MCD', 'RobustPCA', 'COPOD']"
gutentag_13,"['ALLM4TS', 'OFA', 'KMeansAD', 'Donut', 'MCD', 'PCA', 'OmniAnomaly', 'CNN', 'LSTMAD', 'USAD', 'KNN', 'TranAD', 'FITS', 'TimesNet', 'AutoEncoder', 'LOF', 'RobustPCA', 'OCSVM', 'EIF', 'CBLOF', 'COPOD', 'HBOS', 'IForest', 'AnomalyTransformer']","['CNN', 'OmniAnomaly', 'PCA', 'USAD', 'TranAD', 'KMeansAD', 'LSTMAD', 'AutoEncoder', 'ALLM4TS', 'OFA', 'FITS', 'TimesNet', 'Donut', 'LOF', 'CBLOF', 'IForest', 'OCSVM', 'RobustPCA', 'EIF', 'MCD', 'KNN', 'AnomalyTransformer', 'COPOD', 'HBOS']"
gutentag_14,"['ALLM4TS', 'KMeansAD', 'OFA', 'MCD', 'Donut', 'OmniAnomaly', 'CNN', 'PCA', 'LSTMAD', 'TimesNet', 'USAD', 'OCSVM', 'TranAD', 'KNN', 'LOF', 'CBLOF', 'AutoEncoder', 'EIF', 'FITS', 'RobustPCA', 'COPOD', 'HBOS', 'AnomalyTransformer', 'IForest']","['OFA', 'KNN', 'KMeansAD', 'FITS', 'CBLOF', 'LOF', 'PCA', 'TranAD', 'OmniAnomaly', 'LSTMAD', 'TimesNet', 'ALLM4TS', 'EIF', 'IForest', 'CNN', 'HBOS', 'Donut', 'AnomalyTransformer', 'COPOD', 'AutoEncoder', 'USAD', 'RobustPCA', 'OCSVM', 'MCD']"
gutentag_15,"['ALLM4TS', 'KMeansAD', 'OFA', 'CNN', 'Donut', 'OmniAnomaly', 'MCD', 'PCA', 'LSTMAD', 'USAD', 'TimesNet', 'TranAD', 'LOF', 'OCSVM', 'KNN', 'CBLOF', 'EIF', 'AutoEncoder', 'FITS', 'RobustPCA', 'COPOD', 'HBOS', 'AnomalyTransformer', 'IForest']","['CNN', 'LSTMAD', 'OFA', 'AutoEncoder', 'PCA', 'OmniAnomaly', 'TranAD', 'USAD', 'ALLM4TS', 'Donut', 'TimesNet', 'CBLOF', 'RobustPCA', 'FITS', 'KNN', 'KMeansAD', 'IForest', 'AnomalyTransformer', 'LOF', 'MCD', 'OCSVM', 'HBOS', 'EIF', 'COPOD']"
gutentag_16,"['ALLM4TS', 'KMeansAD', 'OFA', 'Donut', 'MCD', 'OmniAnomaly', 'PCA', 'CNN', 'LSTMAD', 'TimesNet', 'OCSVM', 'TranAD', 'KNN', 'LOF', 'USAD', 'AutoEncoder', 'EIF', 'CBLOF', 'FITS', 'RobustPCA', 'COPOD', 'HBOS', 'IForest', 'AnomalyTransformer']","['OmniAnomaly', 'PCA', 'OFA', 'ALLM4TS', 'IForest', 'CNN', 'LSTMAD', 'TranAD', 'FITS', 'KMeansAD', 'MCD', 'USAD', 'Donut', 'TimesNet', 'OCSVM', 'HBOS', 'CBLOF', 'RobustPCA', 'EIF', 'AutoEncoder', 'KNN', 'LOF', 'AnomalyTransformer', 'COPOD']"
gutentag_17,"['ALLM4TS', 'KMeansAD', 'OFA', 'MCD', 'Donut', 'OmniAnomaly', 'CNN', 'PCA', 'LSTMAD', 'KNN', 'TimesNet', 'TranAD', 'USAD', 'OCSVM', 'LOF', 'EIF', 'AutoEncoder', 'CBLOF', 'COPOD', 'FITS', 'HBOS', 'RobustPCA', 'IForest', 'AnomalyTransformer']","['OmniAnomaly', 'PCA', 'OFA', 'FITS', 'CNN', 'LSTMAD', 'TranAD', 'IForest', 'TimesNet', 'AutoEncoder', 'ALLM4TS', 'USAD', 'KMeansAD', 'LOF', 'KNN', 'Donut', 'MCD', 'CBLOF', 'EIF', 'HBOS', 'RobustPCA', 'COPOD', 'AnomalyTransformer', 'OCSVM']"
gutentag_18,"['ALLM4TS', 'KMeansAD', 'OFA', 'MCD', 'OmniAnomaly', 'Donut', 'CNN', 'PCA', 'LSTMAD', 'TranAD', 'USAD', 'TimesNet', 'OCSVM', 'KNN', 'CBLOF', 'LOF', 'EIF', 'AutoEncoder', 'FITS', 'RobustPCA', 'COPOD', 'HBOS', 'IForest', 'AnomalyTransformer']","['PCA', 'OmniAnomaly', 'AutoEncoder', 'TranAD', 'ALLM4TS', 'USAD', 'CNN', 'LSTMAD', 'RobustPCA', 'OFA', 'MCD', 'FITS', 'TimesNet', 'Donut', 'CBLOF', 'LOF', 'KMeansAD', 'IForest', 'OCSVM', 'EIF', 'KNN', 'AnomalyTransformer', 'HBOS', 'COPOD']"
gutentag_19,"['KMeansAD', 'ALLM4TS', 'OFA', 'CNN', 'MCD', 'Donut', 'OmniAnomaly', 'PCA', 'LSTMAD', 'TimesNet', 'USAD', 'KNN', 'LOF', 'TranAD', 'OCSVM', 'CBLOF', 'EIF', 'HBOS', 'FITS', 'COPOD', 'AutoEncoder', 'RobustPCA', 'IForest', 'AnomalyTransformer']","['OmniAnomaly', 'PCA', 'CNN', 'LSTMAD', 'USAD', 'TranAD', 'RobustPCA', 'CBLOF', 'ALLM4TS', 'OFA', 'AutoEncoder', 'Donut', 'FITS', 'TimesNet', 'KMeansAD', 'IForest', 'LOF', 'AnomalyTransformer', 'EIF', 'KNN', 'HBOS', 'MCD', 'COPOD', 'OCSVM']"
gutentag_1,"['ALLM4TS', 'KMeansAD', 'OFA', 'MCD', 'OmniAnomaly', 'PCA', 'CNN', 'Donut', 'LSTMAD', 'TimesNet', 'USAD', 'TranAD', 'OCSVM', 'LOF', 'AutoEncoder', 'KNN', 'CBLOF', 'EIF', 'FITS', 'RobustPCA', 'COPOD', 'HBOS', 'IForest', 'AnomalyTransformer']","['OFA', 'MCD', 'ALLM4TS', 'AnomalyTransformer', 'HBOS', 'OmniAnomaly', 'PCA', 'TimesNet', 'IForest', 'USAD', 'FITS', 'OCSVM', 'Donut', 'TranAD', 'CBLOF', 'LSTMAD', 'CNN', 'KMeansAD', 'EIF', 'KNN', 'RobustPCA', 'LOF', 'COPOD', 'AutoEncoder']"
gutentag_20,"['ALLM4TS', 'KMeansAD', 'OFA', 'Donut', 'MCD', 'OmniAnomaly', 'PCA', 'CNN', 'LSTMAD', 'OCSVM', 'TranAD', 'KNN', 'TimesNet', 'USAD', 'LOF', 'EIF', 'AutoEncoder', 'CBLOF', 'COPOD', 'HBOS', 'FITS', 'RobustPCA', 'IForest', 'AnomalyTransformer']","['OmniAnomaly', 'PCA', 'CNN', 'LSTMAD', 'USAD', 'TranAD', 'AutoEncoder', 'ALLM4TS', 'OFA', 'RobustPCA', 'Donut', 'CBLOF', 'FITS', 'TimesNet', 'AnomalyTransformer', 'MCD', 'IForest', 'HBOS', 'LOF', 'OCSVM', 'KMeansAD', 'EIF', 'KNN', 'COPOD']"
gutentag_21,"['ALLM4TS', 'KMeansAD', 'OFA', 'MCD', 'Donut', 'CNN', 'OmniAnomaly', 'PCA', 'LSTMAD', 'TimesNet', 'LOF', 'OCSVM', 'USAD', 'TranAD', 'KNN', 'CBLOF', 'EIF', 'FITS', 'HBOS', 'AutoEncoder', 'COPOD', 'RobustPCA', 'IForest', 'AnomalyTransformer']","['OFA', 'ALLM4TS', 'KMeansAD', 'OmniAnomaly', 'PCA', 'KNN', 'LOF', 'FITS', 'TranAD', 'LSTMAD', 'TimesNet', 'CNN', 'USAD', 'CBLOF', 'Donut', 'AutoEncoder', 'EIF', 'OCSVM', 'IForest', 'RobustPCA', 'AnomalyTransformer', 'HBOS', 'COPOD', 'MCD']"
gutentag_22,"['ALLM4TS', 'KMeansAD', 'OFA', 'Donut', 'CNN', 'MCD', 'OmniAnomaly', 'PCA', 'LSTMAD', 'TimesNet', 'KNN', 'OCSVM', 'CBLOF', 'LOF', 'TranAD', 'EIF', 'USAD', 'RobustPCA', 'COPOD', 'FITS', 'HBOS', 'AutoEncoder', 'AnomalyTransformer', 'IForest']","['KMeansAD', 'KNN', 'LOF', 'OFA', 'PCA', 'OmniAnomaly', 'CNN', 'LSTMAD', 'TranAD', 'IForest', 'USAD', 'Donut', 'CBLOF', 'ALLM4TS', 'EIF', 'FITS', 'AnomalyTransformer', 'TimesNet', 'HBOS', 'MCD', 'OCSVM', 'COPOD', 'AutoEncoder', 'RobustPCA']"
gutentag_23,"['ALLM4TS', 'KMeansAD', 'OFA', 'OmniAnomaly', 'MCD', 'CNN', 'PCA', 'Donut', 'LSTMAD', 'TimesNet', 'USAD', 'TranAD', 'OCSVM', 'CBLOF', 'KNN', 'LOF', 'EIF', 'FITS', 'AutoEncoder', 'RobustPCA', 'COPOD', 'HBOS', 'IForest', 'AnomalyTransformer']","['OmniAnomaly', 'PCA', 'LSTMAD', 'CNN', 'USAD', 'TranAD', 'ALLM4TS', 'AutoEncoder', 'RobustPCA', 'OFA', 'FITS', 'TimesNet', 'Donut', 'CBLOF', 'AnomalyTransformer', 'LOF', 'IForest', 'EIF', 'OCSVM', 'MCD', 'KMeansAD', 'KNN', 'HBOS', 'COPOD']"
gutentag_24,"['ALLM4TS', 'KMeansAD', 'OFA', 'MCD', 'Donut', 'OmniAnomaly', 'CNN', 'PCA', 'LSTMAD', 'TimesNet', 'USAD', 'KNN', 'TranAD', 'CBLOF', 'OCSVM', 'LOF', 'EIF', 'FITS', 'RobustPCA', 'AutoEncoder', 'HBOS', 'COPOD', 'IForest', 'AnomalyTransformer']","['OmniAnomaly', 'PCA', 'CNN', 'TranAD', 'ALLM4TS', 'LSTMAD', 'USAD', 'OFA', 'AutoEncoder', 'FITS', 'TimesNet', 'Donut', 'IForest', 'KMeansAD', 'CBLOF', 'RobustPCA', 'LOF', 'EIF', 'KNN', 'OCSVM', 'AnomalyTransformer', 'HBOS', 'MCD', 'COPOD']"
gutentag_25,"['ALLM4TS', 'KMeansAD', 'OFA', 'Donut', 'MCD', 'OmniAnomaly', 'PCA', 'CNN', 'LSTMAD', 'TimesNet', 'OCSVM', 'LOF', 'USAD', 'TranAD', 'KNN', 'CBLOF', 'AutoEncoder', 'EIF', 'FITS', 'RobustPCA', 'HBOS', 'COPOD', 'AnomalyTransformer', 'IForest']","['OFA', 'KNN', 'OmniAnomaly', 'PCA', 'ALLM4TS', 'LOF', 'USAD', 'TranAD', 'CNN', 'LSTMAD', 'EIF', 'KMeansAD', 'TimesNet', 'CBLOF', 'Donut', 'FITS', 'IForest', 'AutoEncoder', 'OCSVM', 'AnomalyTransformer', 'MCD', 'RobustPCA', 'HBOS', 'COPOD']"
gutentag_26,"['KMeansAD', 'ALLM4TS', 'OFA', 'MCD', 'CNN', 'OmniAnomaly', 'Donut', 'PCA', 'LSTMAD', 'KNN', 'TimesNet', 'LOF', 'USAD', 'TranAD', 'OCSVM', 'EIF', 'HBOS', 'CBLOF', 'COPOD', 'FITS', 'AutoEncoder', 'RobustPCA', 'IForest', 'AnomalyTransformer']","['PCA', 'OmniAnomaly', 'ALLM4TS', 'OFA', 'TranAD', 'CNN', 'AutoEncoder', 'USAD', 'LSTMAD', 'FITS', 'LOF', 'TimesNet', 'Donut', 'KNN', 'EIF', 'RobustPCA', 'OCSVM', 'IForest', 'KMeansAD', 'CBLOF', 'HBOS', 'AnomalyTransformer', 'COPOD', 'MCD']"
gutentag_27,"['ALLM4TS', 'KMeansAD', 'OFA', 'OmniAnomaly', 'MCD', 'PCA', 'CNN', 'Donut', 'LSTMAD', 'OCSVM', 'USAD', 'TranAD', 'LOF', 'TimesNet', 'KNN', 'EIF', 'CBLOF', 'AutoEncoder', 'COPOD', 'HBOS', 'FITS', 'RobustPCA', 'IForest', 'AnomalyTransformer']","['PCA', 'OmniAnomaly', 'USAD', 'CNN', 'LSTMAD', 'TranAD', 'FITS', 'ALLM4TS', 'OFA', 'AutoEncoder', 'IForest', 'Donut', 'TimesNet', 'RobustPCA', 'KMeansAD', 'LOF', 'AnomalyTransformer', 'CBLOF', 'EIF', 'MCD', 'OCSVM', 'HBOS', 'KNN', 'COPOD']"
gutentag_28,"['ALLM4TS', 'KMeansAD', 'OFA', 'MCD', 'OmniAnomaly', 'CNN', 'PCA', 'Donut', 'LSTMAD', 'USAD', 'TranAD', 'TimesNet', 'OCSVM', 'CBLOF', 'KNN', 'LOF', 'EIF', 'AutoEncoder', 'FITS', 'COPOD', 'HBOS', 'RobustPCA', 'IForest', 'AnomalyTransformer']","['OmniAnomaly', 'PCA', 'CNN', 'TranAD', 'USAD', 'LSTMAD', 'RobustPCA', 'ALLM4TS', 'AutoEncoder', 'OFA', 'FITS', 'Donut', 'TimesNet', 'IForest', 'LOF', 'CBLOF', 'KMeansAD', 'AnomalyTransformer', 'OCSVM', 'EIF', 'KNN', 'MCD', 'HBOS', 'COPOD']"
gutentag_29,"['ALLM4TS', 'KMeansAD', 'OFA', 'MCD', 'OmniAnomaly', 'PCA', 'CNN', 'Donut', 'LSTMAD', 'TimesNet', 'KNN', 'OCSVM', 'TranAD', 'LOF', 'EIF', 'USAD', 'CBLOF', 'AutoEncoder', 'COPOD', 'HBOS', 'FITS', 'RobustPCA', 'IForest', 'AnomalyTransformer']","['OFA', 'KNN', 'FITS', 'LOF', 'TimesNet', 'CBLOF', 'KMeansAD', 'PCA', 'COPOD', 'OmniAnomaly', 'OCSVM', 'AnomalyTransformer', 'HBOS', 'IForest', 'LSTMAD', 'Donut', 'CNN', 'EIF', 'TranAD', 'ALLM4TS', 'USAD', 'MCD', 'AutoEncoder', 'RobustPCA']"
gutentag_2,"['ALLM4TS', 'OFA', 'MCD', 'KMeansAD', 'OmniAnomaly', 'Donut', 'CNN', 'PCA', 'LSTMAD', 'TimesNet', 'USAD', 'TranAD', 'AutoEncoder', 'OCSVM', 'CBLOF', 'KNN', 'LOF', 'FITS', 'RobustPCA', 'EIF', 'COPOD', 'HBOS', 'IForest', 'AnomalyTransformer']","['AutoEncoder', 'TranAD', 'USAD', 'ALLM4TS', 'PCA', 'OmniAnomaly', 'CNN', 'OCSVM', 'LSTMAD', 'Donut', 'RobustPCA', 'OFA', 'TimesNet', 'IForest', 'AnomalyTransformer', 'FITS', 'LOF', 'MCD', 'EIF', 'HBOS', 'KMeansAD', 'KNN', 'CBLOF', 'COPOD']"
gutentag_3,"['ALLM4TS', 'OFA', 'KMeansAD', 'MCD', 'Donut', 'OmniAnomaly', 'CNN', 'PCA', 'LSTMAD', 'TimesNet', 'USAD', 'AutoEncoder', 'TranAD', 'OCSVM', 'LOF', 'KNN', 'CBLOF', 'FITS', 'EIF', 'RobustPCA', 'HBOS', 'COPOD', 'IForest', 'AnomalyTransformer']","['OmniAnomaly', 'PCA', 'OFA', 'TranAD', 'USAD', 'ALLM4TS', 'CNN', 'LSTMAD', 'Donut', 'MCD', 'CBLOF', 'KMeansAD', 'EIF', 'TimesNet', 'FITS', 'IForest', 'AnomalyTransformer', 'KNN', 'COPOD', 'HBOS', 'RobustPCA', 'LOF', 'OCSVM', 'AutoEncoder']"
gutentag_4,"['ALLM4TS', 'KMeansAD', 'OFA', 'MCD', 'Donut', 'CNN', 'OmniAnomaly', 'PCA', 'TimesNet', 'LSTMAD', 'KNN', 'TranAD', 'CBLOF', 'OCSVM', 'EIF', 'LOF', 'USAD', 'AutoEncoder', 'RobustPCA', 'FITS', 'COPOD', 'HBOS', 'IForest', 'AnomalyTransformer']","['OFA', 'KMeansAD', 'OmniAnomaly', 'PCA', 'COPOD', 'KNN', 'IForest', 'EIF', 'CBLOF', 'LOF', 'USAD', 'TranAD', 'HBOS', 'CNN', 'LSTMAD', 'TimesNet', 'FITS', 'MCD', 'Donut', 'ALLM4TS', 'AnomalyTransformer', 'RobustPCA', 'AutoEncoder', 'OCSVM']"
gutentag_5,"['ALLM4TS', 'KMeansAD', 'OFA', 'MCD', 'Donut', 'CNN', 'OmniAnomaly', 'PCA', 'LSTMAD', 'TimesNet', 'USAD', 'TranAD', 'OCSVM', 'AutoEncoder', 'KNN', 'LOF', 'CBLOF', 'FITS', 'EIF', 'RobustPCA', 'HBOS', 'COPOD', 'IForest', 'AnomalyTransformer']","['MCD', 'AutoEncoder', 'TranAD', 'PCA', 'IForest', 'CNN', 'LSTMAD', 'EIF', 'OmniAnomaly', 'USAD', 'AnomalyTransformer', 'HBOS', 'ALLM4TS', 'CBLOF', 'Donut', 'OFA', 'OCSVM', 'TimesNet', 'KNN', 'LOF', 'COPOD', 'RobustPCA', 'FITS', 'KMeansAD']"
gutentag_6,"['ALLM4TS', 'KMeansAD', 'OFA', 'Donut', 'MCD', 'CNN', 'OmniAnomaly', 'PCA', 'LSTMAD', 'TimesNet', 'KNN', 'USAD', 'TranAD', 'CBLOF', 'LOF', 'OCSVM', 'AutoEncoder', 'EIF', 'FITS', 'RobustPCA', 'COPOD', 'HBOS', 'AnomalyTransformer', 'IForest']","['OmniAnomaly', 'PCA', 'TranAD', 'ALLM4TS', 'CNN', 'LSTMAD', 'USAD', 'AutoEncoder', 'Donut', 'OFA', 'FITS', 'IForest', 'TimesNet', 'CBLOF', 'LOF', 'AnomalyTransformer', 'RobustPCA', 'EIF', 'OCSVM', 'HBOS', 'COPOD', 'MCD', 'KNN', 'KMeansAD']"
gutentag_7,"['ALLM4TS', 'OFA', 'KMeansAD', 'MCD', 'Donut', 'OmniAnomaly', 'CNN', 'PCA', 'LSTMAD', 'TimesNet', 'USAD', 'TranAD', 'AutoEncoder', 'KNN', 'OCSVM', 'CBLOF', 'LOF', 'FITS', 'EIF', 'RobustPCA', 'COPOD', 'HBOS', 'IForest', 'AnomalyTransformer']","['ALLM4TS', 'LSTMAD', 'TranAD', 'RobustPCA', 'CNN', 'USAD', 'OmniAnomaly', 'PCA', 'AutoEncoder', 'Donut', 'FITS', 'OFA', 'TimesNet', 'LOF', 'AnomalyTransformer', 'IForest', 'HBOS', 'MCD', 'COPOD', 'CBLOF', 'KNN', 'KMeansAD', 'OCSVM', 'EIF']"
gutentag_8,"['ALLM4TS', 'KMeansAD', 'OFA', 'Donut', 'MCD', 'OmniAnomaly', 'CNN', 'PCA', 'TimesNet', 'LSTMAD', 'KNN', 'TranAD', 'USAD', 'CBLOF', 'LOF', 'OCSVM', 'EIF', 'RobustPCA', 'FITS', 'AutoEncoder', 'HBOS', 'COPOD', 'IForest', 'AnomalyTransformer']","['KMeansAD', 'KNN', 'CBLOF', 'EIF', 'COPOD', 'LOF', 'AutoEncoder', 'LSTMAD', 'TranAD', 'FITS', 'TimesNet', 'AnomalyTransformer', 'CNN', 'OCSVM', 'Donut', 'USAD', 'HBOS', 'OFA', 'MCD', 'RobustPCA', 'ALLM4TS', 'OmniAnomaly', 'PCA', 'IForest']"
gutentag_9,"['ALLM4TS', 'OFA', 'KMeansAD', 'Donut', 'MCD', 'CNN', 'OmniAnomaly', 'PCA', 'LSTMAD', 'TimesNet', 'CBLOF', 'KNN', 'USAD', 'TranAD', 'OCSVM', 'LOF', 'AutoEncoder', 'EIF', 'FITS', 'RobustPCA', 'COPOD', 'HBOS', 'AnomalyTransformer', 'IForest']","['IForest', 'KNN', 'USAD', 'COPOD', 'MCD', 'TranAD', 'OFA', 'HBOS', 'LSTMAD', 'CNN', 'LOF', 'ALLM4TS', 'KMeansAD', 'Donut', 'OmniAnomaly', 'TimesNet', 'FITS', 'PCA', 'CBLOF', 'EIF', 'AnomalyTransformer', 'RobustPCA', 'AutoEncoder', 'OCSVM']"
mitdb_100,"['IForest', 'TimesNet', 'OFA', 'OmniAnomaly', 'LSTMAD', 'PCA', 'CNN', 'USAD', 'ALLM4TS', 'FITS', 'TranAD', 'OCSVM', 'KMeansAD', 'RobustPCA', 'EIF', 'LOF', 'AutoEncoder', 'KNN', 'HBOS', 'Donut', 'COPOD', 'MCD', 'CBLOF', 'AnomalyTransformer']","['AnomalyTransformer', 'CNN', 'IForest', 'KMeansAD', 'EIF', 'COPOD', 'MCD', 'CBLOF', 'RobustPCA', 'TimesNet', 'TranAD', 'LSTMAD', 'USAD', 'HBOS', 'AutoEncoder', 'OCSVM', 'LOF', 'KNN', 'OFA', 'ALLM4TS', 'PCA', 'OmniAnomaly', 'Donut', 'FITS']"
mitdb_101,"['OmniAnomaly', 'CNN', 'ALLM4TS', 'PCA', 'IForest', 'TimesNet', 'OFA', 'USAD', 'KMeansAD', 'FITS', 'LSTMAD', 'EIF', 'CBLOF', 'TranAD', 'OCSVM', 'Donut', 'HBOS', 'KNN', 'RobustPCA', 'COPOD', 'MCD', 'LOF', 'AnomalyTransformer', 'AutoEncoder']","['USAD', 'TranAD', 'CNN', 'RobustPCA', 'OmniAnomaly', 'PCA', 'OFA', 'IForest', 'ALLM4TS', 'LSTMAD', 'TimesNet', 'FITS', 'Donut', 'MCD', 'EIF', 'AnomalyTransformer', 'COPOD', 'KMeansAD', 'CBLOF', 'AutoEncoder', 'HBOS', 'OCSVM', 'KNN', 'LOF']"
mitdb_102,"['OmniAnomaly', 'ALLM4TS', 'CNN', 'PCA', 'KMeansAD', 'IForest', 'TimesNet', 'USAD', 'OFA', 'LSTMAD', 'CBLOF', 'EIF', 'TranAD', 'Donut', 'FITS', 'RobustPCA', 'HBOS', 'KNN', 'MCD', 'OCSVM', 'COPOD', 'AnomalyTransformer', 'LOF', 'AutoEncoder']","['OFA', 'IForest', 'CNN', 'KMeansAD', 'ALLM4TS', 'LSTMAD', 'AnomalyTransformer', 'FITS', 'KNN', 'LOF', 'EIF', 'HBOS', 'AutoEncoder', 'OCSVM', 'COPOD', 'CBLOF', 'MCD', 'TranAD', 'USAD', 'RobustPCA', 'PCA', 'OmniAnomaly', 'Donut', 'TimesNet']"
mitdb_103,"['IForest', 'OmniAnomaly', 'PCA', 'TimesNet', 'CNN', 'OFA', 'ALLM4TS', 'USAD', 'LSTMAD', 'KMeansAD', 'FITS', 'TranAD', 'RobustPCA', 'EIF', 'Donut', 'OCSVM', 'HBOS', 'CBLOF', 'MCD', 'KNN', 'LOF', 'AnomalyTransformer', 'COPOD', 'AutoEncoder']","['OFA', 'OmniAnomaly', 'PCA', 'ALLM4TS', 'CNN', 'TranAD', 'USAD', 'Donut', 'IForest', 'RobustPCA', 'LSTMAD', 'TimesNet', 'MCD', 'OCSVM', 'AutoEncoder', 'HBOS', 'COPOD', 'EIF', 'FITS', 'KMeansAD', 'KNN', 'LOF', 'AnomalyTransformer', 'CBLOF']"
mitdb_104,"['ALLM4TS', 'OmniAnomaly', 'OFA', 'CNN', 'IForest', 'PCA', 'TimesNet', 'LSTMAD', 'USAD', 'KMeansAD', 'FITS', 'TranAD', 'EIF', 'Donut', 'CBLOF', 'OCSVM', 'RobustPCA', 'HBOS', 'KNN', 'COPOD', 'MCD', 'AnomalyTransformer', 'LOF', 'AutoEncoder']","['OFA', 'CNN', 'ALLM4TS', 'KMeansAD', 'PCA', 'OmniAnomaly', 'LSTMAD', 'RobustPCA', 'TranAD', 'USAD', 'OCSVM', 'CBLOF', 'AutoEncoder', 'HBOS', 'MCD', 'AnomalyTransformer', 'LOF', 'KNN', 'COPOD', 'EIF', 'FITS', 'TimesNet', 'Donut', 'IForest']"
mitdb_105,"['IForest', 'OmniAnomaly', 'PCA', 'TimesNet', 'USAD', 'CNN', 'OFA', 'LSTMAD', 'EIF', 'KMeansAD', 'TranAD', 'FITS', 'HBOS', 'ALLM4TS', 'MCD', 'CBLOF', 'OCSVM', 'RobustPCA', 'KNN', 'LOF', 'Donut', 'COPOD', 'AutoEncoder', 'AnomalyTransformer']","['OFA', 'ALLM4TS', 'CNN', 'TimesNet', 'PCA', 'OmniAnomaly', 'IForest', 'KMeansAD', 'FITS', 'LSTMAD', 'USAD', 'Donut', 'AnomalyTransformer', 'TranAD', 'EIF', 'MCD', 'COPOD', 'AutoEncoder', 'RobustPCA', 'HBOS', 'OCSVM', 'CBLOF', 'KNN', 'LOF']"
mitdb_106,"['IForest', 'OmniAnomaly', 'PCA', 'TimesNet', 'CNN', 'ALLM4TS', 'OFA', 'LSTMAD', 'USAD', 'KMeansAD', 'FITS', 'TranAD', 'OCSVM', 'EIF', 'Donut', 'RobustPCA', 'CBLOF', 'HBOS', 'MCD', 'KNN', 'COPOD', 'LOF', 'AnomalyTransformer', 'AutoEncoder']","['ALLM4TS', 'PCA', 'OmniAnomaly', 'CNN', 'IForest', 'TimesNet', 'OFA', 'Donut', 'USAD', 'TranAD', 'FITS', 'LSTMAD', 'RobustPCA', 'COPOD', 'AnomalyTransformer', 'MCD', 'KMeansAD', 'EIF', 'OCSVM', 'AutoEncoder', 'HBOS', 'CBLOF', 'KNN', 'LOF']"
