Data,ALLM4TS,AnomalyTransformer,AutoEncoder,CBLOF,CNN,COPOD,Donut,EIF,FITS,HBOS,IForest,KMeansAD,KNN,LOF,LSTMAD,MCD,OCSVM,OFA,OmniAnomaly,PCA,RobustPCA,TimesNet,TranAD,USAD
SVDB_809,18.0,1.0,2.0,8.0,15.0,10.0,4.0,14.0,11.0,16.0,17.0,22.0,5.0,6.0,13.0,7.0,9.0,20.0,23.0,24.0,3.0,12.0,19.0,21.0
SVDB_810,14.0,1.0,2.0,10.0,20.0,9.0,3.0,15.0,8.0,16.0,17.0,21.0,7.0,5.0,12.0,11.0,13.0,19.0,23.0,24.0,4.0,6.0,18.0,22.0
SVDB_811,21.0,1.0,3.0,9.0,20.0,4.0,7.0,14.0,12.0,11.0,19.0,18.0,13.0,2.0,16.0,10.0,6.0,22.0,23.0,24.0,5.0,15.0,8.0,17.0
SVDB_812,9.0,1.0,4.0,8.0,12.0,15.0,2.0,18.0,6.0,19.0,14.0,22.0,7.0,10.0,11.0,16.0,13.0,17.0,24.0,23.0,3.0,5.0,20.0,21.0
SVDB_820,20.0,1.0,2.0,7.0,16.0,13.0,5.0,18.0,9.0,17.0,14.0,21.0,8.0,6.0,10.0,12.0,11.0,15.0,24.0,23.0,3.0,4.0,19.0,22.0
SVDB_821,12.0,1.0,3.0,8.0,15.0,17.0,4.0,19.0,6.0,20.0,9.0,22.0,7.0,13.0,14.0,10.0,11.0,16.0,24.0,23.0,2.0,5.0,18.0,21.0
SVDB_822,8.0,1.0,6.0,9.0,17.0,12.0,2.0,14.0,7.0,15.0,11.0,22.0,4.0,10.0,19.0,13.0,18.0,16.0,24.0,23.0,3.0,5.0,20.0,21.0
SVDB_823,20.0,1.0,6.0,8.0,17.0,3.0,2.0,10.0,14.0,12.0,21.0,19.0,9.0,4.0,16.0,11.0,7.0,22.0,23.0,24.0,5.0,15.0,13.0,18.0
SVDB_824,14.0,3.0,4.0,7.0,19.0,8.0,1.0,13.0,10.0,11.0,20.0,21.0,6.0,5.0,18.0,16.0,9.0,22.0,24.0,23.0,2.0,15.0,12.0,17.0
SVDB_825,23.0,1.0,2.0,8.0,21.0,4.0,9.0,13.0,14.0,12.0,18.0,19.0,11.0,5.0,15.0,7.0,6.0,24.0,20.0,22.0,3.0,16.0,10.0,17.0
SVDB_826,17.0,1.0,2.0,8.0,20.0,9.0,4.0,12.0,10.0,11.0,18.0,21.0,6.0,5.0,15.0,14.0,7.0,22.0,23.0,24.0,3.0,16.0,13.0,19.0
SVDB_827,24.0,2.0,3.0,15.0,13.0,11.0,21.0,17.0,14.0,12.0,8.0,19.0,16.0,1.0,6.0,7.0,9.0,23.0,20.0,22.0,5.0,4.0,10.0,18.0
SVDB_828,16.0,1.0,3.0,8.0,18.0,11.0,4.0,17.0,10.0,15.0,20.0,22.0,7.0,5.0,13.0,12.0,6.0,19.0,23.0,24.0,2.0,9.0,14.0,21.0
SVDB_829,21.0,1.0,2.0,14.0,22.0,8.0,9.0,18.0,12.0,17.0,16.0,20.0,11.0,3.0,10.0,7.0,5.0,19.0,23.0,24.0,4.0,6.0,13.0,15.0
SVDB_840,20.0,1.0,5.0,8.0,18.0,3.0,2.0,11.0,14.0,13.0,21.0,17.0,9.0,4.0,16.0,10.0,7.0,22.0,23.0,24.0,6.0,15.0,12.0,19.0
SVDB_841,22.0,1.0,2.0,8.0,20.0,3.0,10.0,13.0,14.0,12.0,17.0,16.0,9.0,4.0,15.0,7.0,6.0,24.0,21.0,23.0,5.0,18.0,11.0,19.0
SVDB_842,19.0,1.0,4.0,8.0,21.0,6.0,5.0,14.0,10.0,13.0,20.0,18.0,9.0,3.0,15.0,16.0,7.0,22.0,23.0,24.0,2.0,12.0,11.0,17.0
SVDB_843,9.0,3.0,5.0,6.0,16.0,11.0,1.0,12.0,7.0,13.0,21.0,22.0,4.0,8.0,17.0,19.0,10.0,18.0,23.0,24.0,2.0,15.0,14.0,20.0
SVDB_844,20.0,1.0,2.0,10.0,19.0,6.0,5.0,17.0,11.0,15.0,16.0,21.0,9.0,3.0,13.0,8.0,7.0,22.0,23.0,24.0,4.0,12.0,14.0,18.0
SVDB_845,19.0,1.0,2.0,9.0,20.0,10.0,4.0,16.0,8.0,15.0,14.0,21.0,7.0,6.0,12.0,13.0,11.0,17.0,24.0,23.0,3.0,5.0,18.0,22.0
SVDB_846,9.0,1.0,5.0,8.0,12.0,18.0,3.0,16.0,7.0,19.0,14.0,22.0,6.0,11.0,15.0,10.0,17.0,13.0,24.0,23.0,2.0,4.0,20.0,21.0
SVDB_847,15.0,1.0,3.0,7.0,16.0,13.0,4.0,17.0,8.0,18.0,14.0,21.0,6.0,9.0,11.0,10.0,12.0,19.0,24.0,23.0,2.0,5.0,20.0,22.0
SVDB_848,18.0,1.0,3.0,7.0,17.0,8.0,4.0,14.0,12.0,16.0,20.0,22.0,11.0,5.0,13.0,9.0,10.0,19.0,23.0,24.0,2.0,6.0,15.0,21.0
SVDB_849,5.0,3.0,10.0,4.0,9.0,16.0,1.0,12.0,6.0,13.0,20.0,22.0,7.0,14.0,18.0,19.0,11.0,15.0,24.0,23.0,2.0,8.0,17.0,21.0
SVDB_850,20.0,1.0,2.0,7.0,19.0,10.0,5.0,16.0,11.0,17.0,14.0,22.0,8.0,6.0,9.0,12.0,13.0,15.0,23.0,24.0,3.0,4.0,18.0,21.0
SVDB_851,16.0,1.0,4.0,5.0,17.0,10.0,3.0,14.0,9.0,15.0,19.0,22.0,6.0,8.0,13.0,11.0,7.0,20.0,23.0,24.0,2.0,12.0,18.0,21.0
SVDB_852,17.0,1.0,6.0,10.0,18.0,5.0,2.0,12.0,11.0,13.0,22.0,21.0,8.0,4.0,16.0,14.0,7.0,19.0,24.0,23.0,3.0,9.0,15.0,20.0
SVDB_853,17.0,1.0,10.0,6.0,16.0,4.0,3.0,9.0,13.0,12.0,21.0,22.0,5.0,7.0,18.0,14.0,11.0,19.0,24.0,23.0,2.0,8.0,15.0,20.0
cicids_2,17.0,1.0,12.0,10.0,4.0,14.0,2.0,18.0,13.0,20.0,16.0,24.0,11.0,6.0,3.0,19.0,21.0,7.0,23.0,22.0,9.0,5.0,8.0,15.0
cicids_3,19.0,1.0,12.0,9.0,7.0,13.0,2.0,17.0,14.0,18.0,15.0,24.0,6.0,4.0,3.0,20.0,21.0,8.0,23.0,22.0,10.0,5.0,11.0,16.0
cicids_5,17.0,1.0,14.0,7.0,9.0,13.0,2.0,18.0,8.0,20.0,15.0,24.0,10.0,12.0,4.0,23.0,19.0,5.0,22.0,21.0,6.0,3.0,11.0,16.0
cicids_6,12.0,1.0,14.0,10.0,11.0,17.0,2.0,18.0,8.0,20.0,19.0,24.0,13.0,5.0,4.0,21.0,15.0,3.0,23.0,22.0,6.0,7.0,9.0,16.0
cicids_7,20.0,1.0,16.0,4.0,13.0,10.0,3.0,15.0,9.0,18.0,14.0,24.0,6.0,8.0,2.0,22.0,17.0,11.0,23.0,21.0,7.0,5.0,12.0,19.0
creditcard,17.0,3.0,16.0,9.0,23.0,7.0,12.0,5.0,10.0,11.0,2.0,13.0,1.0,15.0,21.0,22.0,8.0,14.0,18.0,19.0,4.0,6.0,20.0,24.0
metro_traffic-volume,18.0,1.0,2.0,17.0,20.0,11.0,6.0,21.0,8.0,16.0,5.0,24.0,14.0,3.0,10.0,19.0,9.0,13.0,23.0,22.0,4.0,7.0,12.0,15.0
room-occupancy,24.0,1.0,4.0,13.0,20.0,9.0,17.0,19.0,12.0,14.0,2.0,23.0,16.0,5.0,7.0,21.0,11.0,22.0,15.0,18.0,3.0,10.0,6.0,8.0
