dataset,prediction,ground_truth
mitdb_104,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'CBLOF', 'TimesNet', 'KNN', 'LSTMAD', 'USAD', 'TranAD', 'OFA', 'FITS', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'CNN', 'ALLM4TS', 'KMeansAD', 'PCA', 'OmniAnomaly', 'LSTMAD', 'RobustPCA', 'TranAD', 'USAD', 'OCSVM', 'CBLOF', 'AutoEncoder', 'HBOS', 'MCD', 'AnomalyTransformer', 'LOF', 'KNN', 'COPOD', 'EIF', 'FITS', 'TimesNet', 'Donut', 'IForest']"
mitdb_105,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'LSTMAD', 'OFA', 'USAD', 'TranAD', 'FITS', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'ALLM4TS', 'CNN', 'TimesNet', 'PCA', 'OmniAnomaly', 'IForest', 'KMeansAD', 'FITS', 'LSTMAD', 'USAD', 'Donut', 'AnomalyTransformer', 'TranAD', 'EIF', 'MCD', 'COPOD', 'AutoEncoder', 'RobustPCA', 'HBOS', 'OCSVM', 'CBLOF', 'KNN', 'LOF']"
mitdb_106,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'USAD', 'FITS', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['ALLM4TS', 'PCA', 'OmniAnomaly', 'CNN', 'IForest', 'TimesNet', 'OFA', 'Donut', 'USAD', 'TranAD', 'FITS', 'LSTMAD', 'RobustPCA', 'COPOD', 'AnomalyTransformer', 'MCD', 'KMeansAD', 'EIF', 'OCSVM', 'AutoEncoder', 'HBOS', 'CBLOF', 'KNN', 'LOF']"
mitdb_107,"['OmniAnomaly', 'PCA', 'MCD', 'KMeansAD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'FITS', 'USAD', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['CNN', 'OFA', 'ALLM4TS', 'LSTMAD', 'AnomalyTransformer', 'IForest', 'KMeansAD', 'RobustPCA', 'CBLOF', 'KNN', 'LOF', 'HBOS', 'AutoEncoder', 'OCSVM', 'EIF', 'USAD', 'COPOD', 'TranAD', 'FITS', 'MCD', 'OmniAnomaly', 'PCA', 'TimesNet', 'Donut']"
mitdb_108,"['OmniAnomaly', 'PCA', 'MCD', 'KMeansAD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'FITS', 'USAD', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['CNN', 'AnomalyTransformer', 'OFA', 'IForest', 'ALLM4TS', 'PCA', 'OmniAnomaly', 'TimesNet', 'COPOD', 'CBLOF', 'MCD', 'EIF', 'HBOS', 'AutoEncoder', 'OCSVM', 'USAD', 'RobustPCA', 'TranAD', 'LSTMAD', 'LOF', 'KNN', 'FITS', 'KMeansAD', 'Donut']"
mitdb_109,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'LSTMAD', 'OFA', 'USAD', 'TranAD', 'FITS', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['CNN', 'IForest', 'ALLM4TS', 'OFA', 'KMeansAD', 'LSTMAD', 'AnomalyTransformer', 'EIF', 'MCD', 'COPOD', 'TimesNet', 'HBOS', 'AutoEncoder', 'OCSVM', 'OmniAnomaly', 'PCA', 'Donut', 'USAD', 'TranAD', 'FITS', 'RobustPCA', 'KNN', 'LOF', 'CBLOF']"
mitdb_111,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'USAD', 'FITS', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['ALLM4TS', 'OFA', 'CNN', 'IForest', 'TimesNet', 'EIF', 'KMeansAD', 'OmniAnomaly', 'PCA', 'TranAD', 'USAD', 'LSTMAD', 'COPOD', 'Donut', 'MCD', 'FITS', 'CBLOF', 'AnomalyTransformer', 'RobustPCA', 'AutoEncoder', 'HBOS', 'OCSVM', 'KNN', 'LOF']"
mitdb_114,"['OmniAnomaly', 'PCA', 'MCD', 'KMeansAD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'OFA', 'CBLOF', 'KNN', 'LSTMAD', 'FITS', 'USAD', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'ALLM4TS', 'CNN', 'PCA', 'OmniAnomaly', 'TimesNet', 'LSTMAD', 'Donut', 'IForest', 'USAD', 'TranAD', 'FITS', 'AnomalyTransformer', 'KNN', 'LOF', 'RobustPCA', 'OCSVM', 'HBOS', 'AutoEncoder', 'EIF', 'MCD', 'CBLOF', 'COPOD', 'KMeansAD']"
mitdb_115,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'USAD', 'FITS', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'OmniAnomaly', 'PCA', 'CNN', 'ALLM4TS', 'LSTMAD', 'USAD', 'TranAD', 'Donut', 'TimesNet', 'FITS', 'IForest', 'KMeansAD', 'MCD', 'OCSVM', 'AutoEncoder', 'HBOS', 'COPOD', 'CBLOF', 'AnomalyTransformer', 'EIF', 'LOF', 'KNN', 'RobustPCA']"
mitdb_116,"['OmniAnomaly', 'PCA', 'MCD', 'KMeansAD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'FITS', 'USAD', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'ALLM4TS', 'CNN', 'TimesNet', 'OmniAnomaly', 'PCA', 'TranAD', 'LSTMAD', 'USAD', 'Donut', 'AnomalyTransformer', 'FITS', 'RobustPCA', 'CBLOF', 'LOF', 'KNN', 'IForest', 'OCSVM', 'AutoEncoder', 'HBOS', 'MCD', 'COPOD', 'EIF', 'KMeansAD']"
mitdb_117,"['OmniAnomaly', 'PCA', 'MCD', 'KMeansAD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'FITS', 'USAD', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['CNN', 'PCA', 'OmniAnomaly', 'USAD', 'LSTMAD', 'TranAD', 'Donut', 'ALLM4TS', 'TimesNet', 'OFA', 'FITS', 'CBLOF', 'OCSVM', 'LOF', 'HBOS', 'KNN', 'AutoEncoder', 'AnomalyTransformer', 'COPOD', 'MCD', 'EIF', 'KMeansAD', 'IForest', 'RobustPCA']"
mitdb_118,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'CBLOF', 'TimesNet', 'KNN', 'USAD', 'LSTMAD', 'TranAD', 'OFA', 'FITS', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['CNN', 'AnomalyTransformer', 'LSTMAD', 'KMeansAD', 'COPOD', 'ALLM4TS', 'EIF', 'MCD', 'HBOS', 'AutoEncoder', 'OCSVM', 'OFA', 'CBLOF', 'USAD', 'RobustPCA', 'LOF', 'KNN', 'TranAD', 'PCA', 'OmniAnomaly', 'TimesNet', 'IForest', 'FITS', 'Donut']"
mitdb_119,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'LSTMAD', 'OFA', 'USAD', 'TranAD', 'FITS', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['ALLM4TS', 'CNN', 'OFA', 'OmniAnomaly', 'PCA', 'TimesNet', 'LSTMAD', 'TranAD', 'USAD', 'Donut', 'FITS', 'IForest', 'MCD', 'OCSVM', 'AutoEncoder', 'HBOS', 'LOF', 'KNN', 'AnomalyTransformer', 'CBLOF', 'COPOD', 'EIF', 'KMeansAD', 'RobustPCA']"
mitdb_121,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'CBLOF', 'TimesNet', 'KNN', 'LSTMAD', 'USAD', 'TranAD', 'OFA', 'FITS', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['KMeansAD', 'EIF', 'COPOD', 'IForest', 'OFA', 'MCD', 'CNN', 'HBOS', 'AutoEncoder', 'OCSVM', 'AnomalyTransformer', 'FITS', 'TimesNet', 'CBLOF', 'ALLM4TS', 'TranAD', 'RobustPCA', 'LOF', 'KNN', 'USAD', 'LSTMAD', 'OmniAnomaly', 'PCA', 'Donut']"
mitdb_122,"['OmniAnomaly', 'PCA', 'MCD', 'KMeansAD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'FITS', 'USAD', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['ALLM4TS', 'OmniAnomaly', 'PCA', 'OFA', 'IForest', 'TranAD', 'USAD', 'RobustPCA', 'KMeansAD', 'CNN', 'LSTMAD', 'Donut', 'EIF', 'COPOD', 'MCD', 'TimesNet', 'KNN', 'LOF', 'CBLOF', 'FITS', 'AutoEncoder', 'HBOS', 'AnomalyTransformer', 'OCSVM']"
mitdb_123,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'USAD', 'FITS', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['ALLM4TS', 'OFA', 'CNN', 'IForest', 'KMeansAD', 'TimesNet', 'LSTMAD', 'PCA', 'OmniAnomaly', 'Donut', 'USAD', 'TranAD', 'FITS', 'RobustPCA', 'CBLOF', 'MCD', 'COPOD', 'EIF', 'OCSVM', 'AutoEncoder', 'HBOS', 'AnomalyTransformer', 'LOF', 'KNN']"
mitdb_124,"['OmniAnomaly', 'PCA', 'MCD', 'KMeansAD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'FITS', 'USAD', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['IForest', 'CNN', 'ALLM4TS', 'OFA', 'KMeansAD', 'TimesNet', 'LSTMAD', 'FITS', 'AnomalyTransformer', 'OmniAnomaly', 'PCA', 'RobustPCA', 'COPOD', 'EIF', 'MCD', 'AutoEncoder', 'HBOS', 'OCSVM', 'KNN', 'LOF', 'CBLOF', 'Donut', 'USAD', 'TranAD']"
mitdb_200,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'USAD', 'FITS', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['ALLM4TS', 'CNN', 'PCA', 'OmniAnomaly', 'OFA', 'TimesNet', 'FITS', 'IForest', 'Donut', 'AnomalyTransformer', 'RobustPCA', 'LSTMAD', 'MCD', 'COPOD', 'OCSVM', 'HBOS', 'AutoEncoder', 'USAD', 'TranAD', 'EIF', 'KNN', 'LOF', 'CBLOF', 'KMeansAD']"
mitdb_202,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'FITS', 'USAD', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'CNN', 'ALLM4TS', 'LSTMAD', 'OmniAnomaly', 'PCA', 'KMeansAD', 'IForest', 'TimesNet', 'USAD', 'Donut', 'TranAD', 'EIF', 'MCD', 'COPOD', 'FITS', 'CBLOF', 'AutoEncoder', 'HBOS', 'OCSVM', 'LOF', 'KNN', 'AnomalyTransformer', 'RobustPCA']"
mitdb_203,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'LSTMAD', 'OFA', 'USAD', 'TranAD', 'FITS', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['ALLM4TS', 'CNN', 'OFA', 'PCA', 'OmniAnomaly', 'TimesNet', 'IForest', 'USAD', 'Donut', 'LSTMAD', 'TranAD', 'AnomalyTransformer', 'FITS', 'RobustPCA', 'COPOD', 'MCD', 'KMeansAD', 'EIF', 'OCSVM', 'HBOS', 'AutoEncoder', 'KNN', 'LOF', 'CBLOF']"
mitdb_205,"['OmniAnomaly', 'PCA', 'KMeansAD', 'IForest', 'MCD', 'HBOS', 'CNN', 'EIF', 'COPOD', 'CBLOF', 'TimesNet', 'KNN', 'USAD', 'TranAD', 'LSTMAD', 'FITS', 'OFA', 'OCSVM', 'ALLM4TS', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'CNN', 'ALLM4TS', 'OmniAnomaly', 'PCA', 'TimesNet', 'LSTMAD', 'Donut', 'USAD', 'TranAD', 'FITS', 'IForest', 'AnomalyTransformer', 'MCD', 'OCSVM', 'CBLOF', 'HBOS', 'AutoEncoder', 'COPOD', 'KNN', 'LOF', 'EIF', 'KMeansAD', 'RobustPCA']"
mitdb_207,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'USAD', 'FITS', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['CNN', 'PCA', 'OmniAnomaly', 'IForest', 'USAD', 'TranAD', 'Donut', 'ALLM4TS', 'KMeansAD', 'MCD', 'COPOD', 'LSTMAD', 'CBLOF', 'OCSVM', 'EIF', 'HBOS', 'AutoEncoder', 'TimesNet', 'OFA', 'FITS', 'AnomalyTransformer', 'RobustPCA', 'KNN', 'LOF']"
mitdb_209,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'LSTMAD', 'OFA', 'USAD', 'TranAD', 'FITS', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'CNN', 'ALLM4TS', 'PCA', 'OmniAnomaly', 'TimesNet', 'FITS', 'LSTMAD', 'USAD', 'RobustPCA', 'TranAD', 'Donut', 'LOF', 'KNN', 'OCSVM', 'KMeansAD', 'HBOS', 'AutoEncoder', 'AnomalyTransformer', 'MCD', 'CBLOF', 'COPOD', 'EIF', 'IForest']"
mitdb_210,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'LSTMAD', 'OFA', 'USAD', 'TranAD', 'FITS', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'CNN', 'IForest', 'ALLM4TS', 'KMeansAD', 'PCA', 'OmniAnomaly', 'TimesNet', 'LSTMAD', 'AnomalyTransformer', 'FITS', 'USAD', 'Donut', 'TranAD', 'COPOD', 'MCD', 'EIF', 'CBLOF', 'HBOS', 'AutoEncoder', 'OCSVM', 'RobustPCA', 'KNN', 'LOF']"
mitdb_212,"['OmniAnomaly', 'PCA', 'MCD', 'KMeansAD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'OFA', 'CBLOF', 'KNN', 'LSTMAD', 'FITS', 'USAD', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'CNN', 'LSTMAD', 'KMeansAD', 'FITS', 'TimesNet', 'USAD', 'TranAD', 'OmniAnomaly', 'PCA', 'RobustPCA', 'Donut', 'ALLM4TS', 'MCD', 'IForest', 'EIF', 'COPOD', 'OCSVM', 'AutoEncoder', 'HBOS', 'CBLOF', 'LOF', 'KNN', 'AnomalyTransformer']"
mitdb_213,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'USAD', 'FITS', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'ALLM4TS', 'PCA', 'OmniAnomaly', 'CNN', 'LSTMAD', 'TimesNet', 'Donut', 'USAD', 'AnomalyTransformer', 'TranAD', 'FITS', 'IForest', 'RobustPCA', 'CBLOF', 'KMeansAD', 'HBOS', 'AutoEncoder', 'MCD', 'COPOD', 'KNN', 'LOF', 'OCSVM', 'EIF']"
mitdb_214,"['OmniAnomaly', 'PCA', 'MCD', 'KMeansAD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'FITS', 'USAD', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['CNN', 'OFA', 'ALLM4TS', 'IForest', 'TimesNet', 'LSTMAD', 'PCA', 'OmniAnomaly', 'AnomalyTransformer', 'KMeansAD', 'USAD', 'TranAD', 'MCD', 'EIF', 'COPOD', 'CBLOF', 'Donut', 'AutoEncoder', 'OCSVM', 'HBOS', 'FITS', 'RobustPCA', 'KNN', 'LOF']"
mitdb_215,"['OmniAnomaly', 'PCA', 'MCD', 'KMeansAD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'FITS', 'USAD', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'CNN', 'OmniAnomaly', 'PCA', 'ALLM4TS', 'TimesNet', 'LSTMAD', 'IForest', 'Donut', 'USAD', 'TranAD', 'FITS', 'KMeansAD', 'EIF', 'RobustPCA', 'MCD', 'AnomalyTransformer', 'COPOD', 'OCSVM', 'AutoEncoder', 'HBOS', 'KNN', 'LOF', 'CBLOF']"
mitdb_217,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'LSTMAD', 'USAD', 'OFA', 'TranAD', 'FITS', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['CNN', 'ALLM4TS', 'OFA', 'LSTMAD', 'AnomalyTransformer', 'IForest', 'KMeansAD', 'OCSVM', 'USAD', 'TranAD', 'KNN', 'LOF', 'TimesNet', 'HBOS', 'CBLOF', 'AutoEncoder', 'FITS', 'MCD', 'RobustPCA', 'COPOD', 'EIF', 'Donut', 'OmniAnomaly', 'PCA']"
mitdb_219,"['OmniAnomaly', 'PCA', 'MCD', 'KMeansAD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'FITS', 'USAD', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['AnomalyTransformer', 'IForest', 'RobustPCA', 'TranAD', 'CNN', 'USAD', 'OmniAnomaly', 'PCA', 'Donut', 'EIF', 'COPOD', 'LSTMAD', 'MCD', 'CBLOF', 'OCSVM', 'LOF', 'KNN', 'ALLM4TS', 'HBOS', 'AutoEncoder', 'TimesNet', 'KMeansAD', 'OFA', 'FITS']"
mitdb_221,"['OmniAnomaly', 'PCA', 'MCD', 'KMeansAD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'FITS', 'USAD', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['ALLM4TS', 'OmniAnomaly', 'PCA', 'CNN', 'OFA', 'TimesNet', 'LSTMAD', 'RobustPCA', 'IForest', 'USAD', 'TranAD', 'Donut', 'FITS', 'COPOD', 'MCD', 'KMeansAD', 'OCSVM', 'HBOS', 'AutoEncoder', 'AnomalyTransformer', 'CBLOF', 'EIF', 'KNN', 'LOF']"
mitdb_222,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'CBLOF', 'TimesNet', 'KNN', 'LSTMAD', 'USAD', 'TranAD', 'OFA', 'FITS', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['AnomalyTransformer', 'LSTMAD', 'TranAD', 'USAD', 'RobustPCA', 'LOF', 'KNN', 'OCSVM', 'HBOS', 'AutoEncoder', 'ALLM4TS', 'Donut', 'CBLOF', 'OmniAnomaly', 'PCA', 'EIF', 'COPOD', 'MCD', 'CNN', 'FITS', 'TimesNet', 'KMeansAD', 'OFA', 'IForest']"
mitdb_223,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'USAD', 'TranAD', 'FITS', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['CNN', 'ALLM4TS', 'IForest', 'TimesNet', 'KMeansAD', 'LSTMAD', 'AnomalyTransformer', 'OFA', 'USAD', 'RobustPCA', 'Donut', 'TranAD', 'KNN', 'LOF', 'EIF', 'CBLOF', 'AutoEncoder', 'HBOS', 'OCSVM', 'PCA', 'OmniAnomaly', 'COPOD', 'MCD', 'FITS']"
mitdb_228,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'USAD', 'FITS', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['CNN', 'OmniAnomaly', 'PCA', 'ALLM4TS', 'OFA', 'IForest', 'TimesNet', 'AnomalyTransformer', 'TranAD', 'LSTMAD', 'USAD', 'Donut', 'FITS', 'RobustPCA', 'MCD', 'OCSVM', 'AutoEncoder', 'HBOS', 'COPOD', 'KNN', 'LOF', 'EIF', 'CBLOF', 'KMeansAD']"
mitdb_230,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'CBLOF', 'TimesNet', 'KNN', 'LSTMAD', 'USAD', 'TranAD', 'OFA', 'FITS', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'CNN', 'PCA', 'OmniAnomaly', 'ALLM4TS', 'LSTMAD', 'KMeansAD', 'IForest', 'TranAD', 'USAD', 'Donut', 'TimesNet', 'FITS', 'MCD', 'COPOD', 'CBLOF', 'EIF', 'AnomalyTransformer', 'HBOS', 'AutoEncoder', 'OCSVM', 'RobustPCA', 'KNN', 'LOF']"
mitdb_232,"['OmniAnomaly', 'PCA', 'MCD', 'KMeansAD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'FITS', 'USAD', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['OmniAnomaly', 'PCA', 'TimesNet', 'CNN', 'OFA', 'IForest', 'USAD', 'RobustPCA', 'FITS', 'TranAD', 'LSTMAD', 'ALLM4TS', 'Donut', 'MCD', 'CBLOF', 'COPOD', 'OCSVM', 'HBOS', 'AutoEncoder', 'KMeansAD', 'EIF', 'KNN', 'LOF', 'AnomalyTransformer']"
mitdb_233,"['OmniAnomaly', 'PCA', 'KMeansAD', 'IForest', 'MCD', 'HBOS', 'CNN', 'EIF', 'COPOD', 'CBLOF', 'TimesNet', 'KNN', 'USAD', 'TranAD', 'LSTMAD', 'FITS', 'OFA', 'OCSVM', 'ALLM4TS', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'ALLM4TS', 'IForest', 'CNN', 'AnomalyTransformer', 'LSTMAD', 'TimesNet', 'MCD', 'CBLOF', 'COPOD', 'EIF', 'OCSVM', 'HBOS', 'AutoEncoder', 'FITS', 'KMeansAD', 'USAD', 'TranAD', 'PCA', 'OmniAnomaly', 'RobustPCA', 'KNN', 'LOF', 'Donut']"
